"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"Geography","Geographic Area Name","Total!!Estimate!!Households","Total!!Margin of Error!!Households","Median income (dollars)!!Estimate!!Households","Median income (dollars)!!Margin of Error!!Households","Total!!Estimate!!Households!!One race!!White","Total!!Margin of Error!!Households!!One race!!White","Median income (dollars)!!Estimate!!Households!!One race!!White","Median income (dollars)!!Margin of Error!!Households!!One race!!White","Total!!Estimate!!Households!!One race!!Black or African American","Total!!Margin of Error!!Households!!One race!!Black or African American","Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Total!!Estimate!!Households!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Total!!Estimate!!Households!!One race!!Asian","Total!!Margin of Error!!Households!!One race!!Asian","Median income (dollars)!!Estimate!!Households!!One race!!Asian","Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Total!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!Households!!One race!!Some other race","Total!!Margin of Error!!Households!!One race!!Some other race","Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Total!!Estimate!!Households!!Two or more races","Total!!Margin of Error!!Households!!Two or more races","Median income (dollars)!!Estimate!!Households!!Two or more races","Median income (dollars)!!Margin of Error!!Households!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Estimate!!FAMILIES!!Families","Total!!Margin of Error!!FAMILIES!!Families","Median income (dollars)!!Estimate!!FAMILIES!!Families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Total!!Estimate!!FAMILIES!!Families!!With own children under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children under 18 years","Total!!Estimate!!FAMILIES!!Families!!With no own children under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With no own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children under 18 years","Total!!Estimate!!FAMILIES!!Families!!Married-couple families","Total!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Total!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Total!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Total!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Total!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"1600000US1714000","Chicago city, Illinois","1028746","3998","47270","481","52.8","0.3","61477","621","31.5","0.2","30353","438","0.3","0.1","42873","9415","5.7","0.1","56210","2854","0.0","0.1","86645","28692","8.0","0.2","40102","1015","1.5","0.1","48145","2573","20.2","0.2","41047","738","41.4","0.3","69009","960","4.7","0.1","24395","1474","43.3","0.3","55406","737","34.2","0.2","52055","726","17.8","0.2","29468","567","565707","3936","54163","646","45.8","0.4","44619","914","54.2","0.4","61867","854","59.2","0.4","77022","740","31.2","0.4","29337","615","9.6","0.3","39082","1278","463039","4066","37819","625","52.2","0.4","33968","838","43.6","0.5","29258","1051","8.6","0.2","67258","2646","47.8","0.4","41913","713","37.1","0.4","35196","939","10.7","0.3","73391","2478","31.3","(X)","(X)","(X)","35.2","(X)","(X)","(X)","25.4","(X)","(X)","(X)",
"8600000US60007","ZCTA5 60007","13678","326","67473","3390","86.0","2.0","67942","3566","1.1","0.7","47609","46051","0.2","0.3","-","**","6.8","1.0","102679","11637","0.0","0.2","-","**","4.9","1.4","45788","8525","1.0","0.6","73625","36941","7.8","1.7","52132","11782","83.2","2.3","68494","3420","1.9","1.1","50060","12851","26.7","1.9","69662","10851","46.7","2.1","87818","6285","24.7","1.4","35976","4085","8927","276","86428","5136","42.3","2.9","92717","10900","57.7","2.9","83880","4847","81.9","2.9","96024","5185","12.8","2.7","49083","6167","5.3","1.9","59148","12834","4751","428","39469","4397","56.2","5.8","32206","6191","48.7","5.5","28882","4290","7.4","3.0","95184","33125","43.8","5.8","45601","7859","38.6","5.2","41563","5773","5.3","2.8","76406","12538","26.2","(X)","(X)","(X)","29.1","(X)","(X)","(X)","20.8","(X)","(X)","(X)",
"8600000US60018","ZCTA5 60018","10086","312","54688","3913","78.4","2.4","55942","4678","1.3","0.8","34607","34473","0.2","0.2","-","**","8.7","1.4","67607","14384","0.2","0.4","-","**","10.2","2.0","45978","11041","0.9","0.5","73542","13505","24.1","2.2","48492","3650","65.5","2.5","57790","4309","2.1","0.9","29375","10128","30.8","2.2","61250","7266","42.6","2.3","67717","10152","24.5","1.6","32062","2641","7022","277","65251","2256","44.6","2.6","59982","4413","55.4","2.6","70142","6878","82.0","2.9","68419","3985","13.4","2.5","36970","10174","4.6","1.4","61875","24364","3064","257","30309","4406","51.2","5.3","25129","3851","47.1","5.1","22549","4084","4.2","2.5","73500","39213","48.8","5.3","39222","5875","41.6","5.0","36495","5664","7.1","2.9","64125","36392","32.1","(X)","(X)","(X)","29.9","(X)","(X)","(X)","34.8","(X)","(X)","(X)",
"8600000US60068","ZCTA5 60068","13949","297","87119","4474","95.2","1.2","88260","4906","0.8","0.6","55691","49963","0.1","0.1","-","**","2.9","0.9","76607","24685","0.0","0.2","-","**","0.7","0.5","63750","14460","0.4","0.3","153393","56953","4.5","1.2","64656","21928","91.3","1.4","90037","5188","0.3","0.3","67396","14230","24.4","1.7","104315","5063","46.0","2.1","110356","4674","29.3","1.5","54900","5414","10267","250","106390","3357","43.7","2.4","117581","9589","56.3","2.4","99216","4495","82.4","2.3","118698","4058","12.6","1.9","59814","6311","5.0","1.6","66763","18054","3682","320","44975","4740","64.9","4.7","43968","3921","61.8","4.8","42776","3916","3.1","1.2","75938","38407","35.1","4.7","50292","12613","31.4","4.3","41107","14224","3.6","2.0","106429","20502","24.4","(X)","(X)","(X)","23.9","(X)","(X)","(X)","25.2","(X)","(X)","(X)",
"8600000US60106","ZCTA5 60106","6900","305","57624","6612","82.2","3.1","57003","9005","5.3","2.2","46016","16274","1.0","1.4","-","**","5.0","1.5","80833","40798","0.0","0.4","-","**","5.6","1.5","67095","8980","0.9","0.6","69844","75911","34.4","3.7","45861","10203","54.9","3.6","65000","9752","3.4","1.7","27339","24101","37.8","3.6","65440","9459","42.3","3.1","63359","10281","16.5","2.1","34021","4217","4894","248","64875","7021","49.8","4.2","50095","6498","50.2","4.2","75993","7247","71.6","5.2","75146","6314","17.6","4.0","42375","10521","10.7","3.6","46786","17291","2006","289","38750","7215","51.2","7.1","29907","6726","45.0","6.5","26415","6883","6.3","3.1","70978","22710","48.8","7.1","44071","12373","38.2","8.2","41936","4360","10.6","4.4","92819","31865","35.1","(X)","(X)","(X)","35.6","(X)","(X)","(X)","28.9","(X)","(X)","(X)",
"8600000US60131","ZCTA5 60131","6211","287","54102","6668","81.3","3.5","53672","5759","1.4","0.8","22404","53640","0.7","0.8","-","**","3.0","1.5","93690","32337","0.0","0.5","-","**","13.2","2.8","50313","12376","0.4","0.4","86806","25187","31.3","3.4","46415","7027","64.6","3.5","58073","4717","1.1","0.7","62857","24333","33.8","3.0","50688","8154","43.7","3.1","64589","6240","21.4","2.2","47817","7484","4438","184","64111","3735","43.0","4.6","53669","9501","57.0","4.6","70335","6676","69.7","4.1","71059","6472","20.8","4.0","47776","4802","9.5","3.3","59050","11317","1773","259","36140","3762","49.7","6.7","37668","3980","43.4","7.0","35275","13717","6.3","3.7","48942","5141","50.3","6.7","34524","7307","42.6","6.7","33631","4579","7.7","4.1","96250","40735","22.0","(X)","(X)","(X)","25.3","(X)","(X)","(X)","11.6","(X)","(X)","(X)",
"8600000US60176","ZCTA5 60176","4422","226","41813","3928","86.9","2.8","43052","4422","2.4","1.4","17250","46262","0.9","1.0","-","**","3.6","1.3","38345","21248","0.0","0.7","-","**","5.2","2.5","24439","50685","1.1","1.0","65987","15916","18.6","3.9","31389","12834","74.5","3.9","43668","5500","2.3","1.9","42097","15914","43.8","4.5","43527","4862","34.5","3.7","49827","13207","19.4","3.1","28506","3240","2793","164","53378","9724","48.2","5.0","44732","16462","51.8","5.0","58750","10364","77.8","5.9","62500","8179","16.1","5.2","31031","21692","6.0","3.8","24556","51525","1629","261","28352","4563","48.8","9.3","25740","5539","42.6","8.5","25099","6439","6.2","3.5","59125","25136","51.2","9.3","31745","12715","43.2","8.5","28205","8421","8.0","4.6","44000","18401","27.0","(X)","(X)","(X)","30.8","(X)","(X)","(X)","20.6","(X)","(X)","(X)",
"8600000US60601","ZCTA5 60601","6368","569","95556","19503","69.1","6.8","102906","17432","10.5","5.5","100306","20465","0.2","0.3","-","**","18.3","4.8","53864","24575","0.0","0.5","-","**","0.1","0.2","-","**","1.8","1.4","37083","149876","3.3","2.2","88750","114948","66.3","6.6","105305","19877","9.4","4.5","37204","73249","43.4","6.4","81060","15717","36.6","6.3","136667","35152","10.6","4.1","50577","46110","1716","378","141250","36999","24.2","12.5","110673","20627","75.8","12.5","161046","43688","92.6","5.5","153699","41047","3.1","2.9","41250","80506","4.3","4.7","110516","19064","4652","643","72057","12203","52.7","8.8","61359","27141","47.9","9.1","56875","24268","4.8","2.6","137527","86759","47.3","8.8","80589","22674","43.0","8.8","80471","20950","4.2","2.7","98977","94370","21.2","(X)","(X)","(X)","17.5","(X)","(X)","(X)","22.0","(X)","(X)","(X)",
"8600000US60602","ZCTA5 60602","722","198","79957","14665","67.3","14.7","79483","25583","1.4","2.4","-","**","0.0","4.1","-","**","29.6","14.2","88476","31375","0.0","4.1","-","**","0.0","4.1","-","**","1.7","2.2","-","**","8.7","12.0","-","**","59.4","17.1","83309","35885","6.0","8.5","-","**","59.6","17.1","88354","35859","25.5","16.8","79434","97971","9.0","12.2","83407","3304","265","141","122886","64802","32.8","25.6","123750","7958","67.2","25.6","84559","181470","84.5","23.3","123818","109014","15.5","23.3","-","**","0.0","10.7","-","**","457","182","73938","14326","53.8","25.4","48750","27068","50.8","25.9","55427","31786","3.1","5.5","-","**","46.2","25.4","78772","27970","33.9","24.5","79978","57881","12.3","15.9","-","**","12.9","(X)","(X)","(X)","23.0","(X)","(X)","(X)","7.0","(X)","(X)","(X)",
